Letter ID,Sentence
ASCC 12849,bitte beitrag für nummer; manuskript müsste spätestens anfangs september händen haben.
ASCC 12849,"selbstver ständlich, entsprechender bewertung beitrages ausserordentliches honorar festgelegt wird, bemessung bitte; über nehme persönliche bürgschaft für bestätigung seitens verlages."
ASCC 12850,"danke vielmals für zusage , beitrag für nummer verfügung stellen."
ASCC 12850,"thema „musikalische utopien“ ausgezeichnet diskussionsbedürftig; für beginn musikzeit schrift ausserordentlich entsprechend, sozusagen endlichen raum festzulegen."
ASCC 12850,"wichtigste ist, paradoxe, erfolgt musikalischen kompetenz ranges."
ASCC 12850,"freue für sache, anfang beabsichtigt verwirklichen wird, versäumen, zweiwöchentlichen abständen res pektvolle eindringliche mahnung, gemäss wunsch, abgehen lassen."
ASCC 129,wäre günstig für folgendes probieren.
ASCC 129,"rindern geschicke konservatoriums händen haben, herrn präsidenten herrn direktor beizubringen, bin, lehrer konservatorium entgienge talentlos wäre nehmen, könnte."
ASCC 129,leider: könnte haben!!
ASCC 129,folgendes thun sollen.
ASCC 129,möchte klaviersachen gegenwärtigen schüler lehrerfolg geradezu außeror dentlicher abend tk.
ASCC 129,ver.
ASCC 129,vorführen lassen.
ASCC 129,"verantwortlichen redakteure ruins akademie einladen bearbeiten könnte, hören, begabtere gescheitere bemerken – machen."
ASCC 129,"könnte überzeugend wirken, speciell geleistet habe."
ASCC 129,(alban berg) außerordentliches kompositionstalent.
ASCC 129,"zustande gekommen ist, phantasie scheinbar versagt, lieder komponieren."
ASCC 129,"klavierbegleitungen diesen, gesangsstil."
ASCC 129,"instru mentalsatz schreiben, instrumentalthema erfinden absolut unmöglich."
ASCC 129,"können stellen, aufgewandt mangel talent beheben."
ASCC 129,"gewöhnlich gelingt lehrern absolut nicht, erkennen, problem steckt entstehen komponisten für einziges instrument denken können."
ASCC 129,(ein typisches hiefür robert schumann).
ASCC 129,"mangel behoben überzeugt, berg sogar später instrumentieren wird."
ASCC 129,sachen leuten bemerken müssen.
ASCC 129,"nämlich sachen absolut schüler-arbeiten wirken, reife „werken“ aufweisen."
ASCC 129,"jungen leute probleme vollstem gelingen heranwagen können, existent ahnung haben, anzugehen wüssten."
ASCC 129,"(erwin stein) meinung wirkliches echtes kompositionstalent, phantasiebegabter talentierter musiker, dirigent dergleichen."
ASCC 129,"bringen schreiben, rondo andante vorführen möchte, halte für glänzenden erfolg lehrthätigkeit."
ASCC 129,kunst glatte talente glatt entwickeln lassen.
ASCC 129,probleme dastehen; erkennen; zukommen – – last not least: erfolg haben: lehrer.
ASCC 129,"möchte gerne wissen, dafür wären, tonkünstler ver.-abend halbe 3/4 stunde für jungen leute einzuräumen akademie-bonzen einladen wollen."
ASCC 129,hinweis 14 jänner.
ASCC 1290,"gestatte firma breitkopf gewünschten drucke op 2, 9, 10 15 gewünschten form umfang."
ASCC 1290,dürfen klavierstücke nr.
ASCC 1290,2 u.
ASCC 1290,6 op.
ASCC 1290,19 keinesfalls vollständig abgedruckt werden.
ASCC 1290,"mindestens müssen takte fehlen hand abgedruckt werden; jedenfalls stück ser wiedergabe gespielt können, deutlich ersichtlich sein, bruch stück ist."
ASCC 1290,bitte probedruck senden lassen.
ASCC 1290,"nb möchte aufmerksam machen, 14.ii."
ASCC 1290,abrechnung erhalten habe.
ASCC 1290,"abschluss unseres vertrages bedungen, abrechnung 3 wochen bekommen muss."
ASCC 1290,eigent lich kontraktbruch!
ASCC 1297,"zunächt mitteilung machen, zurückziehung vorschlages kenntnis nehmen kann."
ASCC 1297,schlag befristet.
ASCC 1297,"zurücknahme jedenfalls faktische zurücknahme, d. h. antrag zurückgetreten, konditionelle zurücknahme: nämlich über vorschlag beleidigt unbefrie digt zeigte, stellten anheim, schlag ungeschehen anzusehen (eine redewen dung, fast zusammenhang kränken vorgängen sprachgebrauch ist)."
ASCC 1297,"weise beleidigt, zurückziehung vorschlages versöhnen wäre, andern: solchen, gutgemacht wird, konsequenzen vorschlag zieht."
ASCC 1297,"anlass, versöhnungsvorschlag gebrauch machen."
ASCC 1297,"möchte gewicht legen, grund prinzip zugestandenen „freigabe für gewissen raum“ verhandeln."
ASCC 1297,"beweggründe kennen sie: entwicklung „babylonischen turm“, ue ca 8 durchgemacht hat, stets beden ken (berechtigte, zeigt) geäussert habe, geführt, riesenkomplex interessen ue raum einnehme, höchstens ne relative grösse demgemäss leistungen ue, durchsetzung werkes anbelangt, innerhalb derzeit perzentuell entfallen spielraumes bewegen."
ASCC 1297,"umstand nigfaltige art dargestellt, erübrigt, darüber sagen."
ASCC 1297,"ist, fest: ue fast bisheriges lebenswerk verwaltung hat, ver schafft jahreserträgnis circa 7000 schilling."
ASCC 1297,natürlich unhaltbarer zustand.
ASCC 1297,"abgesehen davon, ue abschluss unseres letzten vertrages soviel werke bekommen hat, zahl werke eineinhalb fache höhe erreicht hat, einnahmen ebenfalls eineinhalbfache steigen, wesentlich gesunken sind; abgesehen also, ue mehrleistungen für babylonischen turmbau bemühungen leistungen für nachgelassen hat, abgesehen scha tragen, lächerlichkeit ergiebt, gegnern interessengemeinschaft ge zwungen bin, interessen zuwiderläuft: interesse gegner erfordert sogar bekämpfung bestrebungen, verleger, interessen fördern sollte, genö tigt babylonischen turm pölzen, haxen ausreisst."
ASCC 1297,zustand unhaltbar.
ASCC 1297,"soweit, erträgnissen komponierens leben könnte; ziegelschupfer babylo nischen turmbau, heute, höchst leistungen ue, hren autoren journalisti schem anhang bestritten bekämpft werden."
ASCC 1297,lösung problems sehe rein theoretisch möglichkeiten: i. erhöhung sicherung einnahmen z.
ASCC 1297,"b. form, dr. heinsheimer vorgeschlagen habe: nämlich pro werk fixe summe zugesprochen wird, eventuell jähr lichen abzahlungen geleistet würde garantie mindesteinnahme weise gelten hätte, festgesetzten zeitraum (z."
ASCC 1297,b.
ASCC 1297,"10 15 jahre), gleichviel tantiemenanteile amortisiert nicht, verfallen anzusehen wäre, conto belas te tete, sodass gutzuschreibenden tantièmen bar auszubezahlen wären."
ASCC 1297,"berechnung herausbekommen, ue zinseszinsen rechnet, wirklichkeit ungefähr hälfte geben würde, verlegern angetragen wird: steigerung marktwertes rechnen!"
ASCC 1297,ii.
ASCC 1297,"eventuelle lockerung bindung ue, zufolge eventuell ue werke fall fall grund angebote verleger günstigeren bedingungen überlassen könn te, wobei allerdi gs i) genannten garantien geleistet müssen."
ASCC 1297,"falle könnte gegenseitige bindung, gegenleistung ue erforderlich wäre, (wie da?)"
ASCC 1297,„moralisch“ bestehen.
ASCC 1297,rein theoretisch sehe zunächst gerechte lösung.
ASCC 1297,"entnehmen vorschlägen, lösung beziehung ue bezwecken, gerechte einigung."
ASCC 1297,"unserem gegenwärtigen verhältnis verhältnis vergleich ue ungünstig daran, ue, gewissheit, aufgewendeten summen , ( vorschüsse garantien , ) hereinkommen werden, konjunktur ausnützen kann, schadet: ue weiss, risiko hat, billig hand lässt zeit: schmeichelhaft, wünsche ehre materiellen korrelate."
ASCC 1297,"ehre schon, selbst; geld brau che ich!"
ASCC 1297,tauschen wir: behält ue ehre lässt geld zukommen!
ASCC 1297,"möchte bitten, verhandlungen bischen be schleunigen."
ASCC 1297,bitte herrn direktor herzka grüsse wünsche für gesundheit senden.
ASCC 12970,"lieber, verehrter direktor emil hertzka vize-präsident geschäftsführender verwaltungsrat universal-edition a. g. schwerer krankheit montag, 9."
ASCC 12970,"mai 1932, plötzlich dahingeschieden."
ASCC 12970,"alle, aufopferungsvoll, 25jährige tätigkeit für universal-edition haben, ermessen können, verlust heimgang für gesamte musikwelt unternehmen bedeutet."
ASCC 12970,"beisetzung findet mittwoch, 11."
ASCC 12970,"mai d. j., halb 12 vormittags, döblinger friedhof statt."
ASCC 12999,geld besagten teuren unpraktischen herrn uher neu lich abgeschickt worden.
ASCC 12999,"autographiert nämlich quartettstimmen; billiger ex., braucht weiterem materialbedarf stimmen abschreiben lassen!"
ASCC 12999,"na., helpt dat nischt."
ASCC 1300,"dagegen, fis-moll-quartett streichorchester-bibliothek aufgenommen wird."
ASCC 1300,"berg partitur besitzt , wundert sehr, müsste."
ASCC 1300,"erinnern, kontrabässe spielen lassen."
ASCC 1300,fragen jedenfalls webern darüber.
ASCC 1300,"leider material nachschauen, kisten spediteur liegen."
ASCC 1300,keinesfalls wäre übrigens letzten satz angezeichnete zerlegung 4/4 taktes 2 4/8 takte beizubehalten.
ASCC 1300,erachtens bewährt.
ASCC 1300,"vielmehr accente gespielt, sonst."
ASCC 1300,"8/8-takt, original-ausgabe wiederhergestellt werden."
ASCC 1300,"frage reducierten partitur pelleas für provinzorchester anbelangt, glaube ich, verbindlicher form ziemlich schwer herzustellen dürfte."
ASCC 1300,"sicher, gurrelieder-reduktion gefallen ist?"
ASCC 1300,"wissen: gehört, weiss nicht, schwierigkeiten grösser werden, erleichterungen."
ASCC 1300,"anlage partituren gewiss grö sser, machte; andererseits inn erhalb systems klanggefühl instru mentiert und, wichtigste ist: grund erfahrungen ausprobiert!"
ASCC 1300,"natürlich wäre besser, leuten fixes material hand geben, herrn generalmusik-direktoren überlassen, eigenhändig machen."
ASCC 1300,ichhalte für schwer.
ASCC 1300,"weiss, nachdenken muss, probiere."
ASCC 1300,"stimmt doch, trotz erfahrung überall."
ASCC 1300,"schwierigkeit die, klangproportionen berücksichtigen eigentlich stellen reduzie ren müsste, instrument fehlt: ausprobierten klang zerstören trauen?!"
ASCC 1300,"glauben, einwenden."
ASCC 1300,"überhaupt natürlich, sage, misstrauen ist!"
ASCC 1300,"ueberlegen also, und, finden, geht, es."
ASCC 1300,abend dirigiere pelleas radio.
ASCC 1300,"wird, obwohl 3 proben hatte, gehen."
ASCC 1300,"ni cht fein, gerne hätte, ziemlich sauber."
ASCC 13000,rosé- stimmen erhalten.
ASCC 13000,"wendestel len brauchen sorge sein, stecher schon."
ASCC 13000,antworten schuldig?
ASCC 13000,orchestergesänge?
ASCC 13000,uebrigen geburt sohnes anzeigen!
ASCC 13000,lieder nächsten winter fleissig gesungen werden?
ASCC 13001,"– lieder heraus, erwarte nächsten tagen."
ASCC 13001,ueber sextett alsbald defin.
ASCC 13001,bescheid erhal ten.
ASCC 13002,pp.
ASCC 13002,uher 50 kronen rechtzeitig ge schickt worden.
ASCC 13002,instru mentations-arbeiten nächste tage.
ASCC 13002,"partiturabschrift, möglicherweise autograph; autographiervorlage für erstdruck, verschollen (asga 10, quelle g*) existenz partiturabschrift verlag dreililien arnold schönberg, 15."
ASCC 13002,"oktober 1908 hervor, herstellungszeitpunkt ermittelt werden."
ASCC 13002,"handschriftliches stimmenmaterial uraufführung, teilweise autograph, verschollen (asga 10, quelle e*) wäre rosé’schen stimmen stich geben – gespielt ist?"
ASCC 13002,fälle part.
ASCC 13002,"korrigiert sein, bevor stim."
ASCC 13002,lpz schicken .
ASCC 1302,"bitte anfrage bezüglich ueberlassung gurrelieder amerikanische dirigenten kenntnis nehmen, zustehende ame rikanischen erstaufführung für dirigenten anspruch nehme."
ASCC 1302,"schrieben tage, etlicher partituren jüngerer komponisten, vorzug geniessen, bibliothek handen sein."
ASCC 1302,"nehme an, verehrliche ue art verlagserfolg bucht bitte darum, betrag, konto für ueberlassung „ehrenexemplare“ (welche nämlich obengenannten ehre teilhaftig wurden) konto streicht!"
ASCC 1302,bitte buchhaltung darüber nachricht zukommen lassen.
ASCC 1302,ferner bitte erschie nenen suite (sie offenbar augenblicklich vorgehabt) 4 partituren senden.
ASCC 1302,warte erledigung letzten briefes!
ASCC 1302,"wäre höchste zeit; verlagswerk mir, dauert!"
ASCC 13030,"meinen, steht, behalten würden erlaub nis bedan ken dreimal frische luft schöpfen, kurz: gemei nen kommerziellen ausbeutertum verfallen würden, müssen leider frage einstweilen nochoffen lassen."
ASCC 13030,eini gen rückkehr pessi mistischen schauung.
ASCC 13031,leider herrn peters haft können – abend.
ASCC 13031,"denke, zahlung mk 500.– wege stehen wird, betrag vorschuss kerl geben dürfen."
ASCC 13031,– bereit erklären würden unseren fünfjährigen vertrag 1 verlängern.
ASCC 13031,"glaube ja, geduld müssen."
ASCC 13031,"nennt zukunfts musik, wahr?"
ASCC 13031,jedenfalls symphonische dichtung allgem.
ASCC 13031,deutschen musikverein einreichen – form nachher schillings befürworten.
ASCC 13031,bekann ten mitgliedern musikaus schusses .
ASCC 13031,bekomme nachr.
ASCC 13031,herrn p. heut abend sicher sehen – gebe sofort bescheid.
ASCC 13032,"hätten lust beifolgende partitur, kennen, für geld worte durchzusehen retouchieren, bearbeiten od."
ASCC 13032,man’s nennen will?
ASCC 13032,"näm lich freilich unmassgeblichen meinung, stück anlage wirkung könnte."
ASCC 13032,hätte „sturmlied“ möglichst ordnung.
ASCC 13032,art natürlich liegen; garnicht wesentliche eingriffe handeln –.
ASCC 13032,"benutzen korrekturen bleischrift korrektur partitur , bedarf belieben korrigieren können."
ASCC 13032,sonst?
ASCC 13032,fleissig?
ASCC 13032,geschäfte?
ASCC 13033,"– leider gestehen, eingeschickten arbeiten einstweilen zufangen weiss – nichts!"
ASCC 13033,"für grössten das, musik empfinde."
ASCC 13033,sehe entwickelung ufer- bodenlose.
ASCC 13033,"böse, erklärung dafür geben, geschäft liche erledigen lässt."
ASCC 13033,"arbeiten vertrau ensmann herrn peters vorgelegen, folgendes schreibt: „mit schönbergs art willen befreunden."
ASCC 13033,grunde erfindung ziemlich konventio nell.
ASCC 13033,"harmonischen extrava würde kauf nehmen, sinn für flächen zielbewussten aufbau ver bänden."
ASCC 13033,quartett empfinde lesen mäch tigen bandwurm.
ASCC 13033,"relativ gefallen mir: natur, voll süsse."
ASCC 13033,"schade aussergewöhnlich brillante technik –!“ herr peters anspruch genommen, augen blicke sprechen können."
ASCC 13033,"hoffe, abend sehen werde, fragen, geneigt wäre geld einst weilen form darlehens geben."
ASCC 13033,"arnold schönberg, lieder für gesang orchester op."
ASCC 13033,"8 arnold schönberg, streichquartett nr."
ASCC 13033,1 op.
ASCC 13033,"7 ja, liesse vieles sagen über arbeiten – liebe mehrfach vertie fen, versuchen günstigen standpunkt gegenüber gewinnen."
ASCC 13034,entschuldigen sie!
ASCC 13034,not unhöflicher sonst.
ASCC 13034,umzug allerlei schwierigkeiten balance ment gebracht.
ASCC 13034,"stimmen können kriegen, wofern fried sie, glaube hat, gebraucht."
ASCC 13034,ueber rückerwerbungs wünsche nächst äussern.
ASCC 13034,bitte adresse vermerken.
ASCC 13034,"halensee, halberstädterstr."
ASCC 13034,"6 arnold schönberg, pelleas melisande op."
ASCC 13034,"5 handschriftliches stimmenmaterial uraufführung, teilweise autograph, verschollen (asga 10, quelle e*)"
ASCC 13036,kehre grösseren radtour zurück finde brief vor.
ASCC 13036,brief kei ne ausgemachte absage sein.
ASCC 13036,"schien notwendig öfter gesprächen geäusserte auffassung, geplante ver trag für überwiegend un günstig, für überwiegend günstig, drastischen scherz-ernsthaften ausdruck gefun hatte, vorsehend vorsichtig sein."
ASCC 13036,"berlin sein; einst weilen vorbereiten, herr peters zahlung 1000 mk voraussichtlich verstehen wird."
ASCC 13036,"thut leid, zappeln müssen – verdammt – los."
ASCC 13036,"setzen genauen vertrag auf, nachher umso schneller vorwärts kommen, vertrag, gefühles entäussert, später schlechter gestellt könnten, verdienen."
ASCC 13037,s. d. symphonische dichtung „pelleas melisande“ mitte oktober philh.
ASCC 13037,orch.
ASCC 13037,"geprobt werden; türlich nur, satzungen unseres vertrages verlags erwerben können."
ASCC 13037,"probe fried entscheiden, werk sem winter aufführen wird."
ASCC 13037,schicken bessere partitur ; dere werk aufführen.
ASCC 13037,gebe hiermit schrift lich.
ASCC 13038,fried beginnt proben stimmen entbehren.
ASCC 13038,"oskar fried arnold schönberg, 12."
ASCC 13038,oktober 1910 (ascc 20975) berichtet gesamtprobe probenterminen
ASCC 13039,"übrigens witzig; längstgewusst; beruhigung erfahren, alte humor verlassen hat.. beiliegende karte unbestellbar zurück"
ASCC 13040,"gestern abend reise zurückgekehrt, finde gefl."
ASCC 13040,zuschriften 18. 24. cr.
ASCC 13040,"currentis vor, worauf depeschierte, absendung erfol gen wird."
ASCC 13040,"übersende einliegend m. 500.– buchstaben fünfhundert mark bar, wogegen mitfolgenden schuldschein mitfolgende tratte unterschrift versehen mittels schreibbriefes retournieren wollen."
ASCC 13040,jedesmaliger rückzahlung rückseite wechsels über empfangenen betrag quittieren empfang betr.
ASCC 13040,rate bestätigen.
ASCC 13040,m. 500.– 1 schuldschein.
ASCC 13040,1 tratte.1 abschrift
